Sucursal;Cantidad de Préstamos;Valor (RD$);Mes;Año
Santiago;704;2,162,418,666;Enero;2026
Moca;710;1,487,195,136;Enero;2026
San Jose De Las Matas;671;1,077,233,665;Enero;2026
Constanza;1,598;3,539,624,867;Enero;2026
La Vega;1,097;2,970,026,133;Enero;2026
Santiago Rodríguez;1,481;1,036,663,961;Enero;2026
Montecristy;1,599;1,694,170,123;Enero;2026
Puerto Plata;1,641;987,046,588;Enero;2026
Valverde-Mao;986;2,721,087,321;Enero;2026
Dajabón;1,239;1,024,369,459;Enero;2026
San José De Ocoa;1,533;3,771,778,721;Enero;2026
Bonao;685;962,212,862;Enero;2026
San Cristóbal;883;1,047,167,129;Enero;2026
Salcedo;334;378,583,197;Enero;2026
Cotuí;1,251;1,892,646,696;Enero;2026
Santo Domingo;1,518;2,684,795,675;Febrero;2026
El Seibo;1,468;919,024,340;Febrero;2026
Higuey;1,122;1,279,448,926;Febrero;2026
Hato Mayor;1,676;1,983,415,737;Febrero;2026
Monte Plata;2,619;4,437,627,082;Febrero;2026
Azua;1,555;1,202,504,068;Febrero;2026
Baní;1,226;2,781,681,370;Febrero;2026
Neyba;1,717;970,545,646;Febrero;2026
Barahona;2,158;1,633,661,468;Febrero;2026
San Juan De La Maguana;3,660;3,449,557,396;Febrero;2026
Comendador;1,657;778,351,877;Febrero;2026
Nagua;1,963;1,477,171,152;Febrero;2026
Arenoso;1,094;1,126,527,977;Febrero;2026
Samaná;1,022;504,247,682;Febrero;2026
Río San Juan;1,557;1,329,845,578;Febrero;2026
Villa Riva;1,386;814,751,891;Febrero;2026
San Fco. Macorís;1,052;1,680,144,879;Febrero;2026
Santiago;684;2,146,505,901;Febrero;2026
Moca;691;1,519,859,904;Febrero;2026
San Jose De Las Matas;663;1,081,736,501;Febrero;2026
Constanza;1,538;3,465,869,169;Febrero;2026
La Vega;1,090;2,848,962,023;Febrero;2026
Santiago Rodríguez;1,458;1,045,468,066;Febrero;2026
Montecristy;1,476;1,580,483,134;Febrero;2026
Puerto Plata;1,578;973,808,295;Febrero;2026
Valverde-Mao;910;2,489,805,263;Febrero;2026
Dajabón;1,176;1,016,077,003;Febrero;2026
San José De Ocoa;1,510;3,722,233,350;Febrero;2026
Bonao;662;943,787,919;Febrero;2026
San Cristóbal;844;1,038,155,349;Febrero;2026
Salcedo;339;396,884,229;Febrero;2026
Cotuí;1,165;1,829,550,280;Febrero;2026
Santo Domingo;1,506;2,738,302,737;Marzo;2026
El Seibo;1,456;909,455,400;Marzo;2026
Higuey;1,119;1,271,620,361;Marzo;2026
Hato Mayor;1,664;1,973,192,296;Marzo;2026
Monte Plata;2,602;4,429,450,222;Marzo;2026
Azua;1,542;1,210,177,975;Marzo;2026
Baní;1,208;2,811,638,610;Marzo;2026
Neyba;1,726;969,582,105;Marzo;2026
Barahona;2,163;1,634,816,394;Marzo;2026
San Juan De La Maguana;3,640;3,413,074,207;Marzo;2026
Comendador;1,357;720,604,566;Marzo;2026
Nagua;1,955;1,460,582,876;Marzo;2026
Arenoso;1,099;1,120,672,152;Marzo;2026
Samaná;1,016;517,114,559;Marzo;2026
Río San Juan;1,568;1,337,383,901;Marzo;2026
Villa Riva;1,364;830,867,471;Marzo;2026
San Fco. Macorís;1,051;1,667,009,805;Marzo;2026
Santiago;699;2,210,631,511;Marzo;2026
Moca;698;1,552,073,035;Marzo;2026
San Jose De Las Matas;662;1,082,412,112;Marzo;2026
Constanza;1,537;3,536,096,195;Marzo;2026
La Vega;1,084;2,828,373,897;Marzo;2026
Santiago Rodríguez;1,448;1,071,331,025;Marzo;2026
Montecristy;1,461;1,580,676,018;Marzo;2026
Puerto Plata;1,561;985,327,791;Marzo;2026
Valverde-Mao;895;2,483,268,228;Marzo;2026
Dajabón;1,166;995,493,579;Marzo;2026
San José De Ocoa;1,492;3,678,435,751;Marzo;2026
Bonao;656;953,361,801;Marzo;2026
San Cristóbal;828;1,036,115,168;Marzo;2026
Salcedo;333;398,287,264;Marzo;2026
Cotuí;1,166;1,789,100,299;Marzo;2026
