DESTINO; CANTIDAD ; VALORES ;  TAREAS; BENEFICIADOS ;MES;AÑO
Tomate Industrial;0;0;0;0;Febrero;2018
Tomate de Mesa;19;15,140,000;292;19;Febrero;2018
Coco (Producción);4;665,000;194;4;Febrero;2018
Coco (Comercialización);0;0;0;0;Febrero;2018
Guandul (Producción);1;100,000;30;1;Febrero;2018
Guandul (Comercialización);0;0;0;0;Febrero;2018
Papa;10;19,187,000;865;10;Febrero;2018
Piña;30;21,455,000;1,391;30;Febrero;2018
Cebolla;20;5,262,000;368;20;Febrero;2018
Ñame;17;2,575,000;495;17;Febrero;2018
Ajo (Producción);0;0;0;0;Febrero;2018
Ajo (Comercialización);1;50,000,000;0;1;Febrero;2018
Batata;7;3,792,500;1,007;7;Febrero;2018
Tabaco (Producción);3;9,717,000;1,401;42;Febrero;2018
Tabaco (Comercialización);2;650,000;0;2;Febrero;2018
Invernadero;4;21,183,028;30;4;Febrero;2018
Otros Agrícolas;93;211,617,353;12,872;93;Febrero;2018
Ganado de Carne;59;44,210,500;0;59;Febrero;2018
Ganado de Carne (Com);7;4,410,000;0;7;Febrero;2018
Ganado de Leche;34;18,911,800;0;34;Febrero;2018
Ganado de Leche (Com.);0;0;0;0;Febrero;2018
Ganado de Doble Propósito;51;65,424,000;0;51;Febrero;2018
Porcino (Producción);53;14,622,000;0;53;Febrero;2018
Porcino (Comercialización);0;0;0;0;Febrero;2018
Otros Pecuarios;30;36,967,483;0;30;Febrero;2018
Gallinas Ponedoras;3;1,900,000;0;3;Febrero;2018
Pollos de Engorde;40;19,948,500;0;40;Febrero;2018
Otros Avícolas;1;500,000;0;1;Febrero;2018
Apícola;4;1,160,000;0;4;Febrero;2018
Préstamos de Consumo;173;30,465,499;0;173;Febrero;2018
Agro. Manufactura, Comercio V. y Otros;351;475,762,583;0;351;Febrero;2018
Arroz (Producción);60;37,293,394;7,228;60;Marzo;2018
Arroz (Comercialización);15;143,105,000;0;15;Marzo;2018
Aguacate (Producción);111;45,204,000;5,310;111;Marzo;2018
Ají (Producción);10;10,281,800;145;10;Marzo;2018
Café (Producción);28;21,415,000;3,473;28;Marzo;2018
Café (Comercialización);0;0;0;0;Marzo;2018
Cacao (Producción);59;27,520,000;6,374;59;Marzo;2018
Cacao (Comercialización);7;23,540,420;0;7;Marzo;2018
Habichuela (Producción);1;150,000;40;1;Marzo;2018
Habichuela (Comercialización);0;0;0;0;Marzo;2018
Plátano;76;46,268,000;6,593;76;Marzo;2018
Guineo;10;18,630,000;1,500;10;Marzo;2018
Maíz (Producción);6;475,000;370;6;Marzo;2018
Maíz (Comercialización);0;0;0;0;Marzo;2018
Yuca;11;1,575,000;510;11;Marzo;2018
Yautía;10;1,755,000;440;10;Marzo;2018
Tomate Industrial;0;0;0;0;Marzo;2018
Tomate de Mesa;23;11,685,000;421;23;Marzo;2018
Coco (Producción);5;1,775,000;905;5;Marzo;2018
Coco (Comercialización);3;660,000;0;3;Marzo;2018
Guandul (Producción);6;355,000;153;6;Marzo;2018
Guandul (Comercialización);0;0;0;0;Marzo;2018
Papa;24;14,782,000;686;24;Marzo;2018
Piña;25;34,983,000;3,247;25;Marzo;2018
Cebolla;6;8,264,880;468;6;Marzo;2018
Ñame;15;1,955,000;461;15;Marzo;2018
Ajo (Producción);0;0;0;0;Marzo;2018
Ajo (Comercialización);0;0;0;0;Marzo;2018
Batata;3;421,000;184;3;Marzo;2018
Tabaco (Producción);0;0;0;0;Marzo;2018
Tabaco (Comercialización);2;3,225,000;0;2;Marzo;2018
Invernadero;2;2,507,300;8;2;Marzo;2018
Otros Agrícolas;162;118,324,448;13,753;162;Marzo;2018
Ganado de Carne;68;62,452,000;0;68;Marzo;2018
Ganado de Carne (Com);6;7,870,000;0;6;Marzo;2018
Ganado de Leche;23;24,579,000;0;23;Marzo;2018
Ganado de Leche (Com.);1;100,000;0;1;Marzo;2018
Ganado de Doble Propósito;55;39,229,000;0;55;Marzo;2018
Porcino (Producción);54;21,503,400;0;54;Marzo;2018
Porcino (Comercialización);0;0;0;0;Marzo;2018
Otros Pecuarios;33;61,650,212;0;33;Marzo;2018
Gallinas Ponedoras;4;3,750,000;0;4;Marzo;2018
Pollos de Engorde;48;154,759,000;0;48;Marzo;2018
Otros Avícolas;0;0;0;0;Marzo;2018
Apícola;5;16,131,356;0;5;Marzo;2018
Préstamos de Consumo;220;36,805,002;0;220;Marzo;2018
Agro. Manufactura, Comercio V. y Otros;484;499,667,696;0;484;Marzo;2018
Arroz (Producción);393;111,587,303;27,607;393;Abril;2018
Arroz (Comercialización);12;279,250,000;0;12;Abril;2018
Aguacate (Producción);105;37,976,000;4,763;105;Abril;2018
Ají (Producción);17;12,432,500;145;17;Abril;2018
Café (Producción);16;3,185,000;678;16;Abril;2018
Café (Comercialización);0;0;0;0;Abril;2018
Cacao (Producción);67;46,470,115;11,703;67;Abril;2018
Cacao (Comercialización);4;3,617,000;0;4;Abril;2018
Habichuela (Producción);0;0;0;0;Abril;2018
Habichuela (Comercialización);0;0;0;0;Abril;2018
Plátano;81;21,567,500;3,656;81;Abril;2018
Guineo;11;7,150,860;798;11;Abril;2018
Maíz (Producción);3;329,000;210;3;Abril;2018
Maíz (Comercialización);0;0;0;0;Abril;2018
Yuca;22;2,604,905;913;22;Abril;2018
Yautía;4;545,000;130;4;Abril;2018
Tomate Industrial;0;0;0;0;Abril;2018
Tomate de Mesa;26;19,650,000;447;26;Abril;2018
Coco (Producción);5;5,500,000;1,111;5;Abril;2018
Coco (Comercialización);1;250,000;0;1;Abril;2018
Guandul (Producción);10;1,502,500;655;10;Abril;2018
Guandul (Comercialización);0;0;0;0;Abril;2018
Papa;17;15,396,000;702;17;Abril;2018
Piña;32;22,483,330;1,511;32;Abril;2018
Cebolla;10;7,250,000;384;10;Abril;2018
Ñame;13;1,520,000;247;13;Abril;2018
Ajo (Producción);0;0;0;0;Abril;2018
Ajo (Comercialización);0;0;0;0;Abril;2018
Batata;3;850,000;274;3;Abril;2018
Tabaco (Producción);1;300,000;62;1;Abril;2018
Tabaco (Comercialización);3;1,300,000;0;3;Abril;2018
Invernadero;2;71,104,084;106;2;Abril;2018
Otros Agrícolas;211;252,568,195;20,424;212;Abril;2018
Ganado de Carne;50;54,960,000;0;50;Abril;2018
Ganado de Carne (Com);4;14,816,480;0;4;Abril;2018
Ganado de Leche;23;15,034,000;0;23;Abril;2018
Ganado de Leche (Com.);0;0;0;0;Abril;2018
Ganado de Doble Propósito;53;52,289,800;0;53;Abril;2018
Porcino (Producción);38;13,174,000;0;38;Abril;2018
Porcino (Comercialización);0;0;0;0;Abril;2018
Otros Pecuarios;34;24,711,174;0;34;Abril;2018
Gallinas Ponedoras;5;12,572,000;0;5;Abril;2018
Pollos de Engorde;35;36,578,500;0;35;Abril;2018
Otros Avícolas;1;300,000;0;1;Abril;2018
Apícola;4;2,150,000;0;4;Abril;2018
Préstamos de Consumo;174;42,500,770;0;174;Abril;2018
Agro. Manufactura, Comercio V. y Otros;370;436,103,229;0;370;Abril;2018
Arroz (Producción);1,388;488,448,975;112,781;1,444;Mayo;2018
Arroz (Comercialización);26;825,819,960;0;26;Mayo;2018
Aguacate (Producción);94;48,507,500;5,873;129;Mayo;2018
Ají (Producción);17;10,665,000;308;17;Mayo;2018
Café (Producción);34;40,821,750;2,536;34;Mayo;2018
Café (Comercialización);0;0;0;0;Mayo;2018
Cacao (Producción);152;62,357,700;18,403;161;Mayo;2018
Cacao (Comercialización);9;8,575,000;0;9;Mayo;2018
Habichuela (Producción);1;120,000;40;1;Mayo;2018
Habichuela (Comercialización);0;0;0;0;Mayo;2018
Plátano;74;40,672,000;5,578;74;Mayo;2018
Guineo;7;5,580,000;451;7;Mayo;2018
Maíz (Producción);6;985,000;371;6;Mayo;2018
Maíz (Comercialización);0;0;0;0;Mayo;2018
Yuca;28;8,545,250;11,527;28;Mayo;2018
Yautía;15;3,285,000;520;15;Mayo;2018
Tomate Industrial;0;0;0;0;Mayo;2018
Tomate de Mesa;24;20,668,750;331;24;Mayo;2018
Coco (Producción);2;360,000;67;2;Mayo;2018
Coco (Comercialización);2;250,000;0;2;Mayo;2018
Guandul (Producción);2;270,000;130;2;Mayo;2018
Guandul (Comercialización);0;0;0;0;Mayo;2018
Papa;20;20,717,000;984;20;Mayo;2018
Piña;22;26,720,000;2,457;22;Mayo;2018
Cebolla;6;3,890,000;247;6;Mayo;2018
Ñame;10;1,448,330;370;10;Mayo;2018
Ajo (Producción);0;0;0;0;Mayo;2018
Ajo (Comercialización);2;65,000,000;0;2;Mayo;2018
Batata;4;590,000;168;4;Mayo;2018
Tabaco (Producción);0;0;0;0;Mayo;2018
Tabaco (Comercialización);5;21,515,000;0;5;Mayo;2018
Invernadero;14;154,273,073;6;14;Mayo;2018
Otros Agrícolas;158;131,786,966;36,806;159;Mayo;2018
Ganado de Carne;61;51,370,617;0;61;Mayo;2018
Ganado de Carne (Com);8;1,935,000;0;8;Mayo;2018
Ganado de Leche;20;31,166,000;0;20;Mayo;2018
Ganado de Leche (Com.);0;0;0;0;Mayo;2018
Ganado de Doble Propósito;51;57,032,000;0;51;Mayo;2018
Porcino (Producción);55;34,337,000;0;55;Mayo;2018
Porcino (Comercialización);1;100,000;0;1;Mayo;2018
Otros Pecuarios;46;31,274,592;0;46;Mayo;2018
Gallinas Ponedoras;1;800,000;0;1;Mayo;2018
Pollos de Engorde;48;64,442,500;0;48;Mayo;2018
Otros Avícolas;1;3,305,810;0;1;Mayo;2018
Apícola;3;900,000;0;3;Mayo;2018
Préstamos de Consumo;177;29,494,358;0;177;Mayo;2018
Agro. Manufactura, Comercio V. y Otros;453;459,013,983;0;453;Mayo;2018
Arroz (Producción);891;533,659,365;112,394;891;Junio;2018
Arroz (Comercialización);7;190,300,000;0;7;Junio;2018
Aguacate (Producción);55;23,002,792;3,782;55;Junio;2018
Ají (Producción);8;16,530,000;291;8;Junio;2018
Café (Producción);33;18,810,000;2,454;33;Junio;2018
Café (Comercialización);0;0;0;0;Junio;2018
Cacao (Producción);198;106,859,500;38,621;264;Junio;2018
Cacao (Comercialización);7;10,075,000;0;7;Junio;2018
Habichuela (Producción);1;100,000;99;1;Junio;2018
Habichuela (Comercialización);0;0;0;0;Junio;2018
Plátano;106;41,075,553;6,209;156;Junio;2018
Guineo;8;1,575,000;236;8;Junio;2018
Maíz (Producción);1;7,238,585;1,680;1;Junio;2018
Maíz (Comercialización);0;0;0;0;Junio;2018
Yuca;21;8,819,625;2,284;21;Junio;2018
Yautía;9;1,380,000;324;9;Junio;2018
Tomate Industrial;0;0;0;0;Junio;2018
Tomate de Mesa;26;30,713,106;505;26;Junio;2018
Coco (Producción);7;3,500,000;1,398;7;Junio;2018
Coco (Comercialización);2;400,000;0;2;Junio;2018
Guandul (Producción);4;635,000;280;4;Junio;2018
Guandul (Comercialización);1;500,000;0;1;Junio;2018
Papa;15;7,442,000;311;15;Junio;2018
Piña;21;361,410,000;8,069;178;Junio;2018
Cebolla;7;9,535,000;409;7;Junio;2018
Ñame;3;365,000;70;3;Junio;2018
Ajo (Producción);1;42,435,000;1,150;1;Junio;2018
Ajo (Comercialización);0;0;0;0;Junio;2018
Batata;5;1,085,000;282;5;Junio;2018
Tabaco (Producción);0;0;0;0;Junio;2018
Tabaco (Comercialización);2;375,000;0;2;Junio;2018
Invernadero;11;128,825,272;96;11;Junio;2018
Otros Agrícolas;123;256,439,428;8,975;155;Junio;2018
Ganado de Carne;56;64,714,000;0;56;Junio;2018
Ganado de Carne (Com);7;3,030,000;0;7;Junio;2018
Ganado de Leche;26;40,404,793;0;26;Junio;2018
Ganado de Leche (Com.);0;0;0;0;Junio;2018
Ganado de Doble Propósito;49;35,438,000;0;49;Junio;2018
Porcino (Producción);64;23,725,000;0;64;Junio;2018
Porcino (Comercialización);0;0;0;0;Junio;2018
Otros Pecuarios;23;29,251,028;0;23;Junio;2018
Gallinas Ponedoras;5;4,418,000;0;5;Junio;2018
Pollos de Engorde;43;36,984,047;0;43;Junio;2018
Otros Avícolas;2;330,000;0;2;Junio;2018
Apícola;5;1,042,000;0;5;Junio;2018
Préstamos de Consumo;207;41,490,500;0;207;Junio;2018
Agro. Manufactura, Comercio V. y Otros;590;549,019,205;0;590;Junio;2018
Arroz (Producción);385;204,756,660;42,715;385;Julio;2018
Arroz (Comercialización);7;148,390,000;0;7;Julio;2018
Aguacate (Producción);53;18,455,000;2,203;53;Julio;2018
Ají (Producción);19;12,769,000;276;19;Julio;2018
Café (Producción);20;4,420,000;795;20;Julio;2018
Café (Comercialización);0;0;0;0;Julio;2018
Cacao (Producción);247;80,833,693;27,756;284;Julio;2018
Cacao (Comercialización);8;14,140,000;0;8;Julio;2018
Habichuela (Producción);1;150,000;40;1;Julio;2018
Habichuela (Comercialización);1;500,000;0;1;Julio;2018
Plátano;11;5,160,000;839;11;Julio;2018
Guineo;6;49,880,000;3,306;6;Julio;2018
Maíz (Producción);2;225,000;165;2;Julio;2018
Maíz (Comercialización);0;0;0;0;Julio;2018
Yuca;20;4,142,000;1,071;20;Julio;2018
Yautía;8;1,620,000;281;8;Julio;2018
Tomate Industrial;0;0;0;0;Julio;2018
Tomate de Mesa;20;17,510,000;407;20;Julio;2018
Coco (Producción);9;2,060,000;862;9;Julio;2018
Coco (Comercialización);1;500,000;0;1;Julio;2018
Guandul (Producción);1;250,000;80;1;Julio;2018
Guandul (Comercialización);0;0;0;0;Julio;2018
Papa;23;41,735,000;1,912;23;Julio;2018
Piña;24;18,350,000;986;24;Julio;2018
Cebolla;3;6,362,500;716;3;Julio;2018
Ñame;7;1,040,000;200;7;Julio;2018
Ajo (Producción);0;0;0;0;Julio;2018
Ajo (Comercialización);0;0;0;0;Julio;2018
Batata;4;910,000;360;4;Julio;2018
Tabaco (Producción);0;0;0;0;Julio;2018
Tabaco (Comercialización);3;900,000;0;3;Julio;2018
Invernadero;6;73,268,680;0;6;Julio;2018
Otros Agrícolas;148;313,489,043;5,105;148;Julio;2018
Ganado de Carne;66;37,686,000;0;66;Julio;2018
Ganado de Carne (Com);4;1,275,000;0;4;Julio;2018
Ganado de Leche;36;23,432,200;0;36;Julio;2018
Ganado de Leche (Com.);0;0;0;0;Julio;2018
Ganado de Doble Propósito;52;50,581,000;0;52;Julio;2018
Porcino (Producción);75;48,217,605;0;75;Julio;2018
Porcino (Comercialización);1;300,000;0;1;Julio;2018
Otros Pecuarios;33;118,359,192;0;33;Julio;2018
Gallinas Ponedoras;7;63,200,000;0;7;Julio;2018
Pollos de Engorde;45;33,535,000;0;45;Julio;2018
Otros Avícolas;0;0;0;0;Julio;2018
Apícola;3;18,053,967;0;3;Julio;2018
Préstamos de Consumo;194;39,361,017;0;194;Julio;2018
Agro. Manufactura, Comercio V. y Otros;171;110,847,688;0;171;Julio;2018
Arroz (Producción);60;38,542,600;8,474;60;Agosto;2018
Arroz (Comercialización);12;409,510,000;0;12;Agosto;2018
Aguacate (Producción);46;153,926,296;13,032;282;Agosto;2018
Ají (Producción);15;25,375,000;577;15;Agosto;2018
Café (Producción);12;14,470,000;1,571;12;Agosto;2018
Café (Comercialización);1;800,000;0;1;Agosto;2018
Cacao (Producción);198;58,337,000;20,038;198;Agosto;2018
Cacao (Comercialización);6;5,820,000;0;6;Agosto;2018
Habichuela (Producción);0;0;0;0;Agosto;2018
Habichuela (Comercialización);0;0;0;0;Agosto;2018
Plátano;8;7,217,000;1,255;8;Agosto;2018
Guineo;4;2,139,000;191;4;Agosto;2018
Maíz (Producción);0;0;0;0;Agosto;2018
Maíz (Comercialización);0;0;0;0;Agosto;2018
Yuca;16;5,825,000;975;16;Agosto;2018
Yautía;9;1,515,000;271;9;Agosto;2018
Tomate Industrial;1;800,000;0;1;Agosto;2018
Tomate de Mesa;24;17,630,000;635;24;Agosto;2018
Coco (Producción);11;1,445,000;962;11;Agosto;2018
Coco (Comercialización);0;0;0;0;Agosto;2018
Guandul (Producción);3;300,000;200;3;Agosto;2018
Guandul (Comercialización);0;0;0;0;Agosto;2018
Papa;15;12,246,000;601;15;Agosto;2018
Piña;22;18,175,000;1,187;22;Agosto;2018
Cebolla;15;10,054,000;584;15;Agosto;2018
Ñame;20;4,590,000;925;20;Agosto;2018
Ajo (Producción);1;1,030,000;0;1;Agosto;2018
Ajo (Comercialización);0;0;0;0;Agosto;2018
Batata;9;1,365,000;405;9;Agosto;2018
Tabaco (Producción);0;0;0;0;Agosto;2018
Tabaco (Comercialización);1;80,000;0;1;Agosto;2018
Invernadero;3;27,211,500;0;3;Agosto;2018
Otros Agrícolas;118;219,030,368;33,295;118;Agosto;2018
Ganado de Carne;75;94,612,500;0;75;Agosto;2018
Ganado de Carne (Com);5;4,980,000;0;5;Agosto;2018
Ganado de Leche;24;21,053,000;0;24;Agosto;2018
Ganado de Leche (Com.);0;0;0;0;Agosto;2018
Ganado de Doble Propósito;59;62,137,500;0;59;Agosto;2018
Porcino (Producción);51;29,510,000;0;51;Agosto;2018
Porcino (Comercialización);0;0;0;0;Agosto;2018
Otros Pecuarios;26;94,972,378;0;26;Agosto;2018
Gallinas Ponedoras;1;4,000,000;0;1;Agosto;2018
Pollos de Engorde;44;25,423,500;0;44;Agosto;2018
Otros Avícolas;0;0;0;0;Agosto;2018
Apícola;5;1,520,000;0;5;Agosto;2018
Préstamos de Consumo;193;35,868,529;0;193;Agosto;2018
Agro. Manufactura, Comercio V. y Otros;65;166,161,513;0;65;Agosto;2018
Arroz (Producción);8;15,665,000;3,060;8;Septiembre;2018
Arroz (Comercialización);16;531,572,000;0;16;Septiembre;2018
Aguacate (Producción);32;76,755,000;8,137;305;Septiembre;2018
Ají (Producción);10;9,215,000;259;10;Septiembre;2018
Café (Producción);13;9,200,000;1,318;13;Septiembre;2018
Café (Comercialización);0;0;0;0;Septiembre;2018
Cacao (Producción);94;61,743,240;11,984;110;Septiembre;2018
Cacao (Comercialización);8;59,760,000;0;8;Septiembre;2018
Habichuela (Producción);0;0;0;0;Septiembre;2018
Habichuela (Comercialización);0;0;0;0;Septiembre;2018
Plátano;11;9,365,000;2,249;11;Septiembre;2018
Guineo;3;10,500,000;850;3;Septiembre;2018
Maíz (Producción);1;70,000;60;1;Septiembre;2018
Maíz (Comercialización);0;0;0;0;Septiembre;2018
Yuca;14;3,630,000;846;14;Septiembre;2018
Yautía;7;1,620,000;375;7;Septiembre;2018
Tomate Industrial;0;0;0;0;Septiembre;2018
Tomate de Mesa;25;12,605,000;579;25;Septiembre;2018
Coco (Producción);8;2,850,000;1,286;8;Septiembre;2018
Coco (Comercialización);1;450,000;0;1;Septiembre;2018
Guandul (Producción);0;0;0;0;Septiembre;2018
Guandul (Comercialización);0;0;0;0;Septiembre;2018
Papa;18;21,800,500;1,006;18;Septiembre;2018
Piña;19;10,417,000;852;19;Septiembre;2018
Cebolla;17;12,292,000;651;17;Septiembre;2018
Ñame;10;2,130,000;447;10;Septiembre;2018
Ajo (Producción);6;6,981,000;0;6;Septiembre;2018
Ajo (Comercialización);0;0;0;0;Septiembre;2018
Batata;6;3,975,000;1,003;6;Septiembre;2018
Tabaco (Producción);0;0;0;0;Septiembre;2018
Tabaco (Comercialización);2;1,000,000;0;2;Septiembre;2018
Invernadero;4;40,480,075;0;4;Septiembre;2018
Otros Agrícolas;101;223,730,609;18,089;102;Septiembre;2018
Ganado de Carne;62;42,735,000;0;62;Septiembre;2018
Ganado de Carne (Com);2;930,000;0;2;Septiembre;2018
Ganado de Leche;17;13,825,000;0;17;Septiembre;2018
Ganado de Leche (Com.);0;0;0;0;Septiembre;2018
Ganado de Doble Propósito;36;42,090,000;0;36;Septiembre;2018
Porcino (Producción);56;17,170,000;0;56;Septiembre;2018
Porcino (Comercialización);0;0;0;0;Septiembre;2018
Otros Pecuarios;31;8,457,000;0;31;Septiembre;2018
Gallinas Ponedoras;7;35,337,340;0;7;Septiembre;2018
Pollos de Engorde;40;33,068,000;0;40;Septiembre;2018
Otros Avícolas;1;10,000,000;0;1;Septiembre;2018
Apícola;6;1,350,000;0;6;Septiembre;2018
Préstamos de Consumo;141;27,568,832;0;141;Septiembre;2018
Agro. Manufactura, Comercio V. y Otros;177;246,783,224;0;177;Septiembre;2018
Arroz (Producción);4;8,790,000;1,202;4;Octubre;2018
Arroz (Comercialización);12;132,047,340;0;12;Octubre;2018
Aguacate (Producción);27;24,360,000;2,819;98;Octubre;2018
Ají (Producción);20;37,249,000;1,086;20;Octubre;2018
Café (Producción);23;5,619,000;1,625;23;Octubre;2018
Café (Comercialización);0;0;0;0;Octubre;2018
Cacao (Producción);72;21,223,500;6,668;72;Octubre;2018
Cacao (Comercialización);9;348,135,000;0;9;Octubre;2018
Habichuela (Producción);97;26,838,700;7,602;97;Octubre;2018
Habichuela (Comercialización);0;0;0;0;Octubre;2018
Plátano;25;21,180,000;3,836;25;Octubre;2018
Guineo;0;0;0;0;Octubre;2018
Maíz (Producción);5;437,000;245;5;Octubre;2018
Maíz (Comercialización);0;0;0;0;Octubre;2018
Yuca;17;4,707,000;1,192;17;Octubre;2018
Yautía;12;16,525,300;440;12;Octubre;2018
Tomate Industrial;0;0;0;0;Octubre;2018
Tomate de Mesa;15;13,351,313;187;15;Octubre;2018
Coco (Producción);6;3,484,000;0;6;Octubre;2018
Coco (Comercialización);0;0;0;0;Octubre;2018
Guandul (Producción);0;0;0;0;Octubre;2018
Guandul (Comercialización);0;0;0;0;Octubre;2018
Papa;27;27,710,880;1,283;27;Octubre;2018
Piña;26;69,687,368;3,408;26;Octubre;2018
Cebolla;38;17,929,472;1,167;38;Octubre;2018
Ñame;16;3,235,000;560;16;Octubre;2018
Ajo (Producción);13;27,873,000;737;13;Octubre;2018
Ajo (Comercialización);0;0;0;0;Octubre;2018
Batata;8;1,620,000;392;8;Octubre;2018
Tabaco (Producción);5;1,015,000;150;5;Octubre;2018
Tabaco (Comercialización);0;0;0;0;Octubre;2018
Invernadero;1;6,200,019;0;1;Octubre;2018
Otros Agrícolas;135;188,066,141;23,418;136;Octubre;2018
Ganado de Carne;48;61,045,500;0;48;Octubre;2018
Ganado de Carne (Com);6;1,710,000;0;6;Octubre;2018
Ganado de Leche;17;15,877,000;0;17;Octubre;2018
Ganado de Leche (Com.);0;0;0;0;Octubre;2018
Ganado de Doble Propósito;50;36,984,500;0;50;Octubre;2018
Porcino (Producción);47;16,070,000;0;47;Octubre;2018
Porcino (Comercialización);1;60,000;0;1;Octubre;2018
Otros Pecuarios;33;78,578,965;0;33;Octubre;2018
Gallinas Ponedoras;10;23,958,550;0;10;Octubre;2018
Pollos de Engorde;48;52,203,210;0;48;Octubre;2018
Otros Avícolas;0;0;0;0;Octubre;2018
Apícola;6;650,000;0;6;Octubre;2018
Préstamos de Consumo;245;69,169,997;0;245;Octubre;2018
Agro. Manufactura, Comercio V. y Otros;367;421,288,677;0;367;Octubre;2018
Arroz (Producción);790;399,194,799;86,063;825;Noviembre;2018
Arroz (Comercialización);14;195,723,960;0;14;Noviembre;2018
Aguacate (Producción);34;18,720,000;2,167;75;Noviembre;2018
Ají (Producción);7;11,262,500;102;7;Noviembre;2018
Café (Producción);25;24,003,590;3,578;25;Noviembre;2018
Café (Comercialización);0;0;0;0;Noviembre;2018
Cacao (Producción);44;20,118,380;5,033;44;Noviembre;2018
Cacao (Comercialización);4;12,840,000;0;4;Noviembre;2018
Habichuela (Producción);99;17,835,200;5,102;99;Noviembre;2018
Habichuela (Comercialización);0;0;0;0;Noviembre;2018
Plátano;32;17,707,000;2,806;32;Noviembre;2018
Guineo;0;0;0;0;Noviembre;2018
Maíz (Producción);7;685,000;467;7;Noviembre;2018
Maíz (Comercialización);0;0;0;0;Noviembre;2018
Yuca;17;4,345,000;1,100;17;Noviembre;2018
Yautía;11;1,317,000;224;11;Noviembre;2018
Tomate Industrial;0;0;0;0;Noviembre;2018
Tomate de Mesa;18;7,480,000;312;18;Noviembre;2018
Coco (Producción);5;4,055,000;897;5;Noviembre;2018
Coco (Comercialización);1;300,000;0;1;Noviembre;2018
